Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Actpol_Scripts/Opsporing/Arrestanten/Aantal""), number)",Chrome 77.0.3865.75,,,2019-09-12 21:38:27,2019-09-12 21:38:28,1.051s,PASSED
delay(1),Chrome 77.0.3865.75,,,2019-09-12 21:38:28,2019-09-12 21:38:29,1.004s,PASSED
"setText(findTestObject(""Actpol_Scripts/Opsporing/Arrestanten/In bewaring genomen door""), ""aa"")",Chrome 77.0.3865.75,,,2019-09-12 21:38:29,2019-09-12 21:38:30,0.767s,PASSED
delay(2),Chrome 77.0.3865.75,,,2019-09-12 21:38:30,2019-09-12 21:38:32,2.010s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/Arrestanten/In bewaring genomen door lb""))",Chrome 77.0.3865.75,,,2019-09-12 21:38:32,2019-09-12 21:38:33,0.738s,PASSED
delay(1),Chrome 77.0.3865.75,,,2019-09-12 21:38:33,2019-09-12 21:38:34,1.006s,PASSED
"setText(findTestObject(""Actpol_Scripts/Opsporing/Arrestanten/Onder supervisie van goed""), ""aa"")",Chrome 77.0.3865.75,,,2019-09-12 21:38:34,2019-09-12 21:38:35,0.817s,PASSED
delay(2),Chrome 77.0.3865.75,,,2019-09-12 21:38:35,2019-09-12 21:38:37,2.008s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/Arrestanten/Onder supervisie van goed lb""))",Chrome 77.0.3865.75,,,2019-09-12 21:38:37,2019-09-12 21:38:38,0.785s,PASSED
delay(1),Chrome 77.0.3865.75,,,2019-09-12 21:38:38,2019-09-12 21:38:39,1.012s,PASSED
"selectOptionByLabel(findTestObject(""Actpol_Scripts/Opsporing/Arrestanten/Opberg plaats dropdown""), dropdown, false)",Chrome 77.0.3865.75,,,2019-09-12 21:38:39,2019-09-12 21:38:40,0.901s,PASSED
delay(1),Chrome 77.0.3865.75,,,2019-09-12 21:38:40,2019-09-12 21:38:41,1.006s,PASSED
"setText(findTestObject(""Actpol_Scripts/Opsporing/Arrestanten/Bijzonderheden goed""), Testing)",Chrome 77.0.3865.75,,,2019-09-12 21:38:41,2019-09-12 21:38:41,0.947s,PASSED
delay(1),Chrome 77.0.3865.75,,,2019-09-12 21:38:41,2019-09-12 21:38:42,1.005s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/Arrestanten/Goed save""))",Chrome 77.0.3865.75,,,2019-09-12 21:38:42,2019-09-12 21:38:43,0.944s,PASSED
delay(4),Chrome 77.0.3865.75,,,2019-09-12 21:38:43,2019-09-12 21:38:47,4.013s,PASSED
"if (findTestObject(""Actpol_Scripts/Opsporing/Arrestanten/Copy goed"") == findTestObject(""Actpol_Scripts/Opsporing/Arrestanten/Copy goed""))",Chrome 77.0.3865.75,,,2019-09-12 21:38:47,2019-09-12 21:38:48,0.525s,PASSED
else,Chrome 77.0.3865.75,,,2019-09-12 21:38:48,2019-09-12 21:38:58,10.008s,PASSED
